pokemon,number_of_battles,Raw count,Items_petayaberry,Items_grepaberry,Items_scopelens,Items_chopleberry,Items_salacberry,Items_floatstone,Items_rockyhelmet,Items_magoberry,Items_figyberry,Items_focussash,Items_oranberry,Items_poisonmemory,Items_miracleseed,Items_toxicorb,Items_absorbbulb,Items_wikiberry,Items_chestoberry,Items_electricseed,Items_assaultvest,Items_laggingtail,Items_lifeorb,Items_stickybarb,Items_ganlonberry,Items_expertbelt,Items_aguavberry,Items_ironball,Items_cobaberry,Items_weaknesspolicy,Items_kingsrock,Items_adrenalineorb,Items_damprock,Items_heavydutyboots,Items_choicescarf,Items_choicespecs,Items_widelens,Items_razorclaw,Items_nevermeltice,Items_leftovers,Items_mentalherb,Items_powerherb,Items_redcard,Items_quickclaw,Items_twistedspoon,Items_wiseglasses,Items_nothing,Items_silkscarf,Items_eviolite,Items_babiriberry,Items_ringtarget,Items_metronome,Items_liechiberry,Items_blacksludge,Items_roomservice,Items_blunderpolicy,Items_laxincense,Items_magnet,Items_sitrusberry,Items_lumberry,Items_iapapaberry,Items_flameorb,Items_throatspray,Items_brightpowder,Items_shellbell,Items_custapberry,Items_choiceband,Items_normalgem,Items_wacanberry,Items_safetygoggles,Items_psychicseed,Items_lansatberry,Items_yacheberry,Items_grassyseed,Items_jabocaberry,Items_flyingmemory,Items_protectivepads,Items_sharpbeak,Items_blackglasses,Items_apicotberry,Items_rowapberry,Items_roseliberry,Items_heatrock,Items_keeberry,Items_heavyball,Items_shedshell,Items_pechaberry,Items_colburberry,Items_thickclub,Items_softsand,Items_rockmemory,Items_habanberry,Items_whiteherb,Items_rockincense,Items_marangaberry,Items_ejectbutton,Items_chartiberry,Items_lightclay,Items_cellbattery,Items_lovesweet,Items_airballoon,Items_bigroot,Items_ejectpack,Items_machobrace,Items_mistyseed,Items_starfberry,Items_focusband,Items_enigmaberry,Items_metalcoat,Items_leppaberry,Items_zoomlens,Items_powerbracer,Items_terrainextender,Items_muscleband,Items_kasibberry,Items_shucaberry,Items_mysticwater,Items_smoothrock,Items_fullincense,Items_occaberry,Items_blackbelt,Items_silverpowder,Items_burndrive,Items_berryjuice,Items_passhoberry,Items_tangaberry,Items_firememory,Items_roseincense,Items_luminousmoss,Items_cheriberry,Items_poisonbarb,Items_gripclaw,Items_bindingband,Items_charcoal,Items_bugmemory,Items_utilityumbrella,Items_masterball,Items_goldbottlecap,Items_payapaberry,Items_aspearberry,Items_persimberry,Items_hardstone,Items_fairymemory,Items_lightball,Items_electricmemory,Items_oddincense,Items_pixieplate,Items_chilanberry,Items_electirizer,Items_healball,Items_energypowder,Items_sunstone,Items_dragonfang,Items_levelball,Items_dragonmemory,Items_rawstberry,Items_darkmemory,Items_psychicmemory,Items_icestone,Items_icyrock,Items_rindoberry,Items_seaincense,Items_waveincense,Items_cloversweet,Items_waterstone,Items_diveball,Items_watermemory,Items_powerband,Items_kebiaberry,Items_ghostmemory,Items_berrysweet,Items_ultraball,Items_duskstone,Items_spelltag,Items_powerlens,Items_ribbonsweet,Items_luxuryball,Items_moonball,Items_fightingmemory,Items_fossilizedbird,Items_ovalstone,Items_beastball,Items_adamantorb,Items_poweranklet,Items_leek,Items_tr43,Items_greatball,Items_snowball,Items_firestone,Items_tr89,Items_tr75,Items_grassmemory,Items_reapercloth,Items_dragonscale,Items_leafstone,Items_icememory,Items_rustedshield,Items_groundmemory,Items_steelmemory,Items_lustrousorb,Items_chippedpot,Items_deepseatooth,Items_tr28,Items_galaricacuff,Items_griseousorb,Items_loveball,Items_thunderstone,Items_blukberry,Items_tamatoberry,Items_kelpsyberry,Items_tr99,Items_powerweight,Items_netball,Items_prismscale,Items_quickball,Items_moonstone,Items_micleberry,Items_rarebone,Items_upgrade,Items_tr42,Items_quickpowder,Items_metalpowder,Items_dousedrive,Items_sachet,Items_fossilizeddino,Items_friendball,Items_powerbelt,Items_dreamball,Items_souldew,Items_crackedpot,Items_pokeball,Items_starsweet,Items_rustedsword,Items_nestball,Items_chilldrive,Items_flowersweet,Items_pomegberry,Items_dawnstone,Items_fastball,Items_bottlecap,Items_parkball,Items_safariball,Items_premierball,Items_magmarizer,Items_protector,Items_shinystone,Items_tr90,Items_destinyknot,Items_whippeddream,Items_fossilizeddrake,Items_shockdrive,Items_sweetapple,Items_cherishball,Items_dubiousdisc,Items_tr55,Items_tr98,Items_tr03,Items_tr13,Items_tr69,Items_strawberrysweet,Items_tr68,Items_hondewberry,Items_deepseascale,Items_pinapberry,Items_tr00,Items_fossilizedfish,Items_tr56,Items_tr71,Items_tr04,Items_tr34,Items_timerball,Items_tr38,Items_qualotberry,Items_duskball,Items_tr02,Items_repeatball,Items_tr26,Items_tr87,Items_tr59,Items_tr01,Items_tr10,Items_tr14,Items_tr72,Items_tartapple,Items_tr80,Items_tr24,Items_tr08
Seadra,1628081,468,,,0.0,,0.0,,0.0002621422,,,,,,,,,0.0,,,,,6.12e-08,,,,,,,,,,,,,0.0,,0.0032360996,,0.0,,,,,,,0.0,,0.4334136744,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycanroc,1628081,6113,,,5.1717e-06,,,,2.0233e-06,,2.826e-07,0.5567912525,,,,,,,,,0.8290135129,,0.7154707209,,,1.716e-07,0.0,,,0.0464687815,2.73e-08,,,0.1154949852,2.44862e-05,,0.0,2.201e-07,,0.0019546451,0.0,,,0.0,0.0,,0.0,,1.384e-07,,,,,,,0.0,0.0,,5.7032e-06,0.0,,,,0.0,5.904e-07,,0.0003474283,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,,3.399e-07,,,,0.0,,,0.0074566196,,,,,4e-10,4.7242e-06,,,,,,,1.082e-07,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,6.9e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Umbreon,1628081,64671,,,,1.83257e-05,0.0,,0.1683640397,5.3e-09,8.61512e-05,0.0001262865,0.0,,,1.0315e-06,0.0,0.0,0.0002876435,,5.44301e-05,,0.0001419137,,,1.5003e-06,3.18185e-05,0.000116415,,0.007077737,0.0,,0.0,1.3701118806,1e-10,0.0,6.56e-07,0.0,,18.906148027,0.0084863483,,0.0,0.0,,0.0,0.0006990824,,7.51e-08,,,0.0,,0.0,,1.35e-08,1.4993e-06,,0.0102790276,0.0004927489,0.0,0.0018137707,0.0,0.0026649929,0.0,,0.000166633,,,0.0,,,,4.061e-07,,,,,0.0002715979,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,,2.7024e-06,,,,,0.0,,,0.0,,,,,,,,0.0,0.0,,,,1.38944e-05,,1.1635e-06,,,2.264e-07,,0.0,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,0.0018713409,0.0,,,,,,,,,,,,,,1.83e-08,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alakazam,1628081,67089,,0.0,5.1866e-06,0.0,2.30912e-05,,0.005280418,3.91515e-05,7.4e-09,10.3978625541,0.0,,,0.0001653184,3.3381e-06,8e-10,0.0,1.5e-09,0.00194342,0.0,6.3711230884,0.0,0.0,0.002130999,0.0014366642,1e-10,,0.0013793155,1.696e-07,0.0,,0.0005650593,0.1002154116,0.1576688943,0.0120550924,0.0001768681,,0.0577175374,3.30925e-05,0.0,0.0,0.0,0.0036182299,0.0021816934,0.0001205771,,1.29525e-05,,1.1e-09,1.70259e-05,0.0,6.827e-07,6.26e-08,1.602e-07,0.0,,0.0001691818,6.305e-07,4.22125e-05,0.0056797515,,0.0001779522,0.0004284542,,9.9581e-06,,,,7.7413e-06,0.0,,0.0,,,0.0,,0.0,0.0,,,5.36527e-05,0.0,,,0.0,0.0008298605,,,,,0.0,,,0.0,,0.0056724472,,,0.0001915282,0.0,,0.0,,1.1e-09,2.47854e-05,,,1.0786e-06,0.0,,0.0,2.93273e-05,0.0,,,,,,0.0029964532,,,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,4.0505e-05,2.635e-07,,,0.0,,,0.0,,,,,0.0002722096,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,3e-09,,1.34708e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,1628081,8315,,,,,0.0,,3.3e-09,,0.0,6.3733e-05,,,,0.0,0.0,6.0052e-06,0.0,,0.4687143231,0.0,0.0001137533,,,1.46e-08,7.1004e-06,,,0.0,,,,7.15065e-05,3.732e-07,0.2701388404,0.0,,,0.0054314811,,,0.0,0.0,,1.94404e-05,3.41423e-05,,,,,0.0,,0.0415415168,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,1.5e-09,,0.0,,,,8.31362e-05,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0001949095,,,,,,,,2.4e-09,,,,,,,,,,,,,,3.9763e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heracross,1628081,19088,,,0.0027066459,,0.0039613141,,0.0,0.0,1e-10,0.0224661273,,,,0.0001028342,,0.0,0.0,,0.000328543,,0.0004361138,,,3.07084e-05,0.0004852799,,5.734e-07,1.1031e-05,0.0,,,0.0650873337,0.7378056659,0.0,6.866e-06,,,0.0251906148,0.0,0.0,0.0,0.0,,,0.0003024567,,0.0,,,0.0,,,,0.0,0.0,,0.0,,7.3e-08,36.4432910229,,0.0,,0.0,0.0257330657,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,1.157e-07,,,,,,,0.0,9.6559e-06,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blastoise,1628081,31569,0.0,,0.0,,0.0001457088,,8.65909e-05,0.0,1.6582e-06,0.1246281674,,,,0.0016377749,1.8e-09,7.72901e-05,1.6646e-06,,0.0382314983,,0.0867403937,,,0.0013088489,0.0004828548,,,0.0034793833,2.31e-08,4.057e-07,0.0125682581,0.0438447901,0.0243335752,0.0003840815,7.6588e-06,8.71e-08,0.0,1.5979969865,0.0167423345,7.1252e-06,1.7e-09,0.0,,4.446e-07,6.91276e-05,,0.0,,,0.0,0.0,0.0,,4e-10,0.0,,0.0003784858,0.0027289868,0.0,,,0.0047637787,5.57715e-05,4e-10,6.32e-08,,1.4e-09,0.0,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,1.4179358493,,,0.0,,,8.7e-09,,0.0,1.9535e-06,0.0024752435,,0.0,,,0.0,,0.0,0.0,,,,,,0.0235125998,,,5.7729e-06,0.0,,,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,6.8301e-06,0.0008701845,,1e-10,,1.4614e-06,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,
Palossand,1628081,5054,,,,,0.0,,0.5912785484,0.0,0.0,5.43071e-05,0.0,,,0.0,3.31e-08,,,,0.0003481109,0.0,2.71e-08,0.0026133716,,0.0,0.0,0.0,,0.0048332369,0.0,,,1.39e-07,0.0017663221,0.0003546161,,0.0,,0.2253724614,0.0,,0.0,0.0,,,0.0,,0.0,,,,,,,6.2298e-06,0.0,,1e-10,0.0,0.0,,,0.0001161626,,1.27e-08,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0059069113,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,0.0010534405,,,,,,,8.91461e-05,,,,9.99174e-05,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,4.43691e-05,,,,5.102e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pangoro,1628081,7186,,,,6.8259e-06,3.71e-08,,0.0,0.0,0.0,3.868e-07,,,,,,,,,0.0005123703,,0.0039300239,,,0.029674541,0.000107485,1.7444e-06,,1.49e-08,3.40511e-05,1.6e-09,0.0,9.93e-08,0.0018115652,5.23e-08,0.0,7.556e-07,,0.0253186469,0.0,0.0,0.000168633,8.4456e-06,,,6.7856e-06,,0.0,,,0.0,0.0,,,,,,0.0,0.0015877984,0.0,,,0.0,0.0,0.0,0.4746018395,,,,,,,,,,0.0,,0.0012014802,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,4.938e-07,,,,,0.0,,3.6e-09,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,1.5496e-06,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quagsire,1628081,50034,,,,,0.0,,3.7788462806,0.0,0.0,0.0005973226,,,,7.2019e-06,0.0,0.0,0.0132870563,0.0,0.0033657359,,0.0,0.0,,2.7437e-06,0.0076867372,2.14e-08,,0.0,0.0,0.0,0.0,2.3312953746,0.0,0.0009856125,0.0,4.3356e-06,,68.0111480424,0.0019871209,0.0,0.0379014222,0.0009935163,,,0.0772786877,0.0,0.0012608815,,,0.0,,,,0.0,1.9752e-06,,2.23e-07,0.0007482767,0.000615556,1.2e-09,,0.0,0.0,0.0016875518,0.1002581088,,,0.0,0.0,0.0,,,,,,,,,0.0,,,0.0057435158,,0.0,0.0,,,0.000281785,,,0.0,0.0,0.0,,,0.0,0.0,,6e-10,,0.0,,,,0.0,,,,9.4912e-06,,,3.57336e-05,,,1.97306e-05,,,,3.70204e-05,,,,,,,,0.0,,,0.0,1.43e-08,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0418585114,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jolteon,1628081,19821,0.0,,1.016e-07,,0.0004989248,,0.0001378247,,8.58978e-05,0.0045169542,,,,0.0003733082,,6.62072e-05,0.0003231685,8.77e-08,0.0015143557,0.0,0.0478497951,,,0.007315232,0.0005765109,,,0.0007344797,2.5211e-06,0.0,0.0,0.0194771563,0.0045884885,0.2925328938,1.4e-09,0.0,,0.0071318008,0.0,,0.0,0.0,,6.10361e-05,0.0001735922,,1.5e-09,,,8.6422e-06,,,,2.41e-07,,0.0194461681,0.0,0.0,8.482e-07,0.0318002618,0.00201514,0.0,0.0,,0.0,,,0.0,,,7.97e-08,,,,,,,,0.0,,4.6e-09,,,,,,,,,,3.55475e-05,,,0.0,,0.0513000502,0.0,,0.033169031,,,,,0.0,0.0011399013,,,,,,,0.0,,3e-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2e-10,,,0.0,7e-09,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,1628081,289673,,,4.5e-09,0.0,0.0009435366,,0.0584035432,1.28371e-05,0.0169585234,0.0740355545,5e-10,,,0.0201423454,0.0,0.0009522749,0.0045273207,6.32e-08,0.0731414902,,0.6343485463,,0.0,0.3873016437,0.0761312059,,,7.252368959,0.0001174438,0.0,0.0433532086,289.9234374803,0.0306658206,3.404482836,0.0004797719,0.0087801675,0.0,1.9648235792,1.34261e-05,0.0002329363,0.0028705291,0.0010121867,,0.0,0.023330027,0.0001202686,4.7239e-06,,,5.9e-09,2.24e-08,,,0.0241706249,2.7204e-05,5.7978e-06,0.0249085007,3.5778100047,0.0002913626,0.0,,0.0059963176,0.0088461472,0.0,8.4725826536,8.62799e-05,0.0,0.0004282271,1.2199e-06,,0.1357663779,0.008248484,,0.0,1.313e-07,3.1113e-05,0.0,4.7056e-06,,0.0002164029,1.353e-07,1e-10,0.0448609013,,0.0,0.0,,0.0,,0.0001516988,0.0,,,0.0,0.0,1.36677e-05,0.0001079193,,0.0002636486,,0.0,,0.0,0.0,0.0,1.92e-08,0.0,0.0,0.0009904485,0.0,,0.0002356524,,,0.0,,,,1.74e-08,,,3.29155e-05,,,0.0,,1e-10,,,,0.0,0.0,,,0.0001415426,0.0,0.0,,0.0001210561,0.0,,3.8058e-06,,,,,,7.4e-09,,,0.0281242746,,7.699e-07,2.65e-08,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,0.0,3.3336e-06,2.813e-07,,,,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zarude,1628081,21128,,,,0.3518023818,1.33283e-05,,0.0,0.0,0.0,0.0019727478,,,0.0151493576,,,0.0,0.0,0.0,0.0966056965,,3.353865157,0.0,,0.0006261569,0.0208701574,,0.0,0.003186616,0.0,1e-10,,17.5522986566,1.2110003282,2.3e-09,9e-10,,,11.9870436242,0.0,0.0,1.00705e-05,2.9e-09,,,0.0006122641,,6.679e-07,,,3.962e-07,0.0,,,0.0002477417,,,1.2e-09,5.06e-08,7.79e-08,0.0,,0.0,0.0001779366,0.0,24.4269630962,,,,0.0,,,4.2e-09,,,0.0,2.3438e-06,1.24693e-05,,,2e-10,0.0,,,,,0.0,,,,,0.0,,0.0,,,,0.0,,,,2.3586e-05,,0.1523442627,,,,,,0.0,,0.0,0.0,,,,,,7e-10,0.0,,,0.0127281543,,0.003402885,,0.0613101707,,,1.407e-07,0.0,,0.0,,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0002474952,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gyarados,1628081,77064,,0.0,3.8e-09,,0.0046223181,,0.5344628224,4.186e-07,0.0076717216,0.095496972,0.0,,,0.0,0.0,0.0005237899,0.0001036983,8.123e-07,0.0282176142,0.0,0.8992363887,,,0.041465461,0.0177664851,,0.0,0.0078556319,0.0107894322,0.0003047028,1.67184e-05,6.1869462844,0.3018836444,2.8439281158,0.0091202727,2.66e-08,0.0,2.0086421989,2.6e-09,0.1718164985,0.0015583428,0.0010225819,,0.0013617175,8.4492e-05,,0.0,,,4.7165e-06,0.0,,,0.0061608132,,0.0,0.2363535242,0.2343849621,0.0006306999,,,0.0,0.0006738822,,0.0193967937,,0.0113315625,6.05e-08,,0.0,0.0,1.07e-08,,0.0,0.0,0.0026432547,0.0,,,,0.0,,0.0,,3.23666e-05,,,0.0,,,0.0,,,,0.0,0.0,0.0002352602,,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.2336386688,,,0.0033930567,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,0.0,5.72901e-05,,0.0,,,,,0.0,,,,,,,0.0,,7.4e-09,,,1.9475e-06,,,0.0,,,,,0.0,2.3769e-06,1.576e-07,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,0.0,4.76415e-05,,,3.096e-07,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,
Zygarde-10%,1628081,13137,,,,,0.0,,3.13491e-05,2.74809e-05,0.0001844658,0.0045766853,,,,,,0.0,0.0069754345,0.0,0.0003898942,,0.1224521219,,,0.0030817731,0.0001717233,,,0.0064831346,0.0,0.0,,0.0016293593,5.6352e-06,0.0,0.0,,,0.4370102461,,0.0,0.0,0.0,,0.0,0.0003016271,2.083e-07,6.27277e-05,,,,0.0004943584,,,2.67e-08,,,0.0,0.0037362869,1.10905e-05,,,0.0,2.3333e-06,0.0,10.1693286888,,,0.0,,5.162e-07,1.94e-08,0.0,0.0,,,,0.0,,,0.0,,,,,0.0,,,0.0438667417,,0.0,0.0,,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,5.8e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98077e-05,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,1.5496e-06,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaporeon,1628081,20313,,,0.0,,0.0,,0.0052332858,0.0001916738,0.0,8.178e-07,0.0,,,0.0,0.0,2e-10,1.9133e-06,,0.0019206045,0.0,0.0005540957,,2.37e-07,0.0,0.0002744625,,,2.3690752947,0.0,0.0,0.0021078994,8.3398e-06,0.6296678271,0.0057772809,4.02488e-05,,1.81e-08,3.8829024033,8.49826e-05,,6.87e-07,0.0006467228,,,1.54883e-05,,0.0,0.0,,,,,,,,,0.0011856965,0.0,0.0001312377,,6e-09,0.0,0.0,2.6207e-06,0.0,,0.0,2.27e-08,,0.0,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,0.0,,,,,,1.69828e-05,,0.0,0.0,,,,,,,,,0.0,,,,,,0.0045470268,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,4.99728e-05,0.0184417366,0.0,,0.0,,1.30555e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virizion,1628081,6424,,,,,0.0050403397,,1.1608e-06,,0.0,7.6434e-06,,,0.0,0.0,0.0,0.0,0.0,0.0,3.3942e-06,,2.7058314657,,,0.0007231986,0.000215865,,8.908e-07,0.007651184,0.0,,,1.458e-07,0.0,0.0041004989,0.0,0.0,,0.013111179,0.0,0.0,0.0,2.1e-09,,,1.1621e-06,,,,,0.0,,,,,,,0.0,9.393e-07,0.0,,,,0.0,,0.0227279302,,,0.0,,,0.0,0.1128437043,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,0.0,0.0,2.6e-09,,,,0.0,2.91901e-05,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froslass,1628081,12860,0.0,,0.0002782857,,0.0,,0.0,,0.0,1.0143434725,,,,,,3.11763e-05,,,0.0,,0.0024728124,,,0.0010699865,6.78169e-05,,,0.0,0.0,0.0,,0.0288851728,0.1906493563,0.009090186,0.0242858347,,0.0005028606,0.0004685688,0.0,,0.0,2.0342e-06,,0.0,0.0002328292,,7.796e-07,,0.0,0.0,0.0,,,2.3e-09,0.0002702693,,0.0,0.0,0.0,1.9992e-06,,0.000357177,0.0,0.0020318156,0.0026796262,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,0.0033830882,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,8.5e-09,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05272e-05,,,,,,,,,,,,,,2.4839e-06,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reuniclus,1628081,51851,,,0.0,,0.0,,0.0708705434,3.1479e-06,0.0,0.0169574928,0.0,,,0.0001748285,5e-10,0.0003656503,,0.4032844265,4.8904243988,3e-10,52.6686969069,0.0053673183,,8.87253e-05,1.365e-06,0.0,,0.0537945137,0.0,,0.0,0.0067442705,0.0157411522,0.013359476,2.6e-09,,,82.341796453,0.0129864945,,0.0,0.0012782518,1.2657e-06,1.149e-07,0.000883037,,0.0,,0.0,0.0,,2.68026e-05,2e-09,,0.0,,0.0196131337,0.0,0.052518615,0.0003976224,,1.9e-09,5.9e-09,0.0,1e-10,4.2e-09,,0.0,4.717e-07,,,0.6091682109,,,0.0,,0.0,,,,,3.07552e-05,,3.47497e-05,,0.017112257,,,,,,,0.0,0.0,,0.0020412058,,,0.0,,,,,,,,,,0.000189991,,9.7e-09,,3.4527e-06,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,7.589e-06,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
